OBJECTID,BP_NO,STATUS,ADDRESS,UNIT_NO,DESCRIPTION,SCOPE,FILE_TYPE,BLDG_TYPE,APP_DETAIL,APPL_AREA,STOREYS,EST_CON_VALUE,RES_UNITS,DEMO,POSTAL_CODE,BLDG_NO,WARD,ZAREA,LATITUDE,LONGITUDE,APPLICATION_DATE,ISSUE_DATE,COMPLETE_DATE,latitude,longitude
5986,BP 3ALT 19-6962,ISSUED PERMIT,4105 COLONIAL DR,,INTERIOR ALTERATIONS- ADD LIFT TO STAGE AREA,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,60000,,N,L5L 4E8,,8,58,43.53227922,-79.70991936,1560902400000,2019-08-02,,43.53227921575696,-79.70991936233071
5997,BP 3ALT 19-6628,ISSUED PERMIT,46 DUNDAS ST W,46-48,NEW PARTITIONS  NEW STREET LEVEL LANDING  LOADING DOCK  CREATE OPENING IN LOAD BEARING WALLS  & NEW ELEVATOR,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,512000,,N,L5B 1H3,,7,15,43.57897676,-79.61729529,1558656000000,2019-08-06,,43.57897676172994,-79.61729529044362
6014,BP 3ALT 19-6964,COMPLETED -ALL INSP SIGNED OFF,1325 BODLEY RD,,INTERIOR ALTERATIONS- ADD LIFT TO STAGE AREA,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,55000,,N,L5J 3X1,,2,11,43.50613378,-79.65054519,1560902400000,2019-08-06,1670284800000,43.50613377577965,-79.65054518785107
6211,BP 3ALT 19-7670,COMPLETED -ALL INSP SIGNED OFF,3484 SEMENYK CRT,,INTERIOR ALTERATION - UPGRADE TO ELEVATOR AT MAIN LOBBY,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,34000,,N,L5C 4R1,,6,23,43.56827502,-79.65403286,1565222400000,2019-08-26,1607040000000,43.56827501697058,-79.65403286385943
6256,BP 3ALT 19-7671,COMPLETED -ALL INSP SIGNED OFF,161 LAKESHORE RD W,,INTERIOR ALTERATIONS - UPGRAGE TO ELEVATOR  STRUCTURAL ALT. TO REAR ROOF SERVICE GUARD  BARRIER-FREE RAMP AT FRONT - CLARKE MEMORIAL HALL,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,70000,,N,L5H 1G3,,1,08,43.54810263,-79.58890879,1565222400000,2019-08-29,1616457600000,43.548102630907806,-79.58890878862347
6324,BP 3ALT 18-2961,COMPLETED -ALL INSP SIGNED OFF,6354 VISCOUNT RD,,INTERIOR ALTERATIONS  LOADING RAMP & DOORS - BRANSON INTERNATIONAL INC,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,391000,,N,L4V 1H3,,5,40w,43.69225041,-79.62346989,1533859200000,2019-09-04,1658793600000,43.692250409428155,-79.62346988707759
6433,BP 3ALT 19-6538,COMPLETED -ALL INSP SIGNED OFF,6836 PROFESSIONAL CRT,,INTERIOR ALTERATIONS DUE TO INCREASE IN SIZE OF EXISTING ELEVATOR & NEW FIXTURES IN BATHROOM - MALTON ISLAMIC CENTRE,ALTERATION TO EXISTING BLDG,PUBLIC,CHURCH,,,,35000,,N,L4V 1X6,,5,40w,43.70742813,-79.63121199,1558051200000,2019-09-13,1696377600000,43.70742813299219,-79.63121199376027
6469,BP 3ALT 19-7510,COMPLETED -ALL INSP SIGNED OFF,2599 SPEAKMAN DR,GROUND FLOOR,INTERIOR ALTERATIONS - SUSPENDED CEILING REPLACEMENT  UPGRADE TO BARRIER FREE WASHROOM - LANDLORD WORK,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,242000,,N,L5K 1B1,,2,18,43.5147365,-79.66513251,1564099200000,2019-09-17,1582761600000,43.51473649924639,-79.66513250994234
6482,BP 3ALT 19-7699,COMPLETED -ALL INSP SIGNED OFF,3175 AIRWAY DR,,NEW REAR DRIVE-IN DOOR & RAMP WITH SPRINKLER ALTERATIONS DUE TO THE DOOR OPENING  INFILL EXISTING OVERHEAD DOOR - CAMINO MODULAR SYSTEMS INC,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,72000,,N,L4V 1C2,,5,40w,43.69584722,-79.62356901,1565308800000,2019-09-17,1572566400000,43.69584722434365,-79.6235690050692
6704,BP 3ALT 19-8290,ISSUED PERMIT,3510 DERRY RD E,,REVISION TO PERMIT # 19-6651 - BULKHEAD HEIGHT  DOOR WIDENING   NEW SLAB IN GARBAGE ROOM - MCDONALD'S,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,34000,,N,L4T 3V7,,5,40e,43.71359588,-79.63072349,1569196800000,2019-10-07,,43.71359588092287,-79.63072349328671
6708,BP 3ALT 19-7715,COMPLETED -ALL INSP SIGNED OFF,5935 AIRPORT RD,,INT ALTS - ALTERATION TO STAIR  NEW FIRE RATED DOOR & PARTITION IN CORRIDOR TO MAINTAIN ELEVATOR LOBBY FIRE SEPARATIONS INTEGRITY,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,50000,,N,L4V 1W5,,5,33,43.68793155,-79.61056146,1565308800000,2019-10-08,1774483200000,43.68793155372497,-79.61056145741733
6922,BP 3NEW 19-7568,COMPLETED -ALL INSP SIGNED OFF,1911 DUNDAS ST E,16B-17,REVISION TO PERMIT #18-4565 -RELOCATION OF BARRIER FREE ACCESS RAMP ON EXTERIOR OF BUILDING- CONGEE QUEEN RESTAURANT,REVISIONS,COMMERCIAL,COMMERCIAL - OTHER,,,,200000,,N,L4X 1M1,B,3,19,43.62059731,-79.57295873,1564531200000,2019-10-24,1595376000000,43.620597309609785,-79.57295873188905
6994,BP 3ALT 19-7034,COMPLETED -ALL INSP SIGNED OFF,1435 HURONTARIO ST,,REVISION TO PERMIT 17-4807 - CHANGE OF LIFT DETAILS  REINFORCEMENT OF BASEMENT FLOOR  CHANGE OF DOOR LOCATION  CHANGES TO PLG&HVAC,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,70000,,N,L5G 3H5,,1,07,43.56408115,-79.59296316,1561334400000,2019-10-31,1598140800000,43.56408115471066,-79.59296315846883
7614,BP 9SMAL 19-8776,ISSUED PERMIT,95 DUNDAS ST W,,INTERIOR ALTERATIONS  NEW FRONT ENTRANCE WITH LIFT INSTALLATION - MISSISSAUGA II LP (REAL ESTATE OFFICE),ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,231000,,N,L5B 1H7,,7,22,43.57861532,-79.61933539,1571616000000,2019-12-16,,43.57861531839445,-79.61933538938338
7891,BP 3ALT 19-8329,COMPLETED -ALL INSP SIGNED OFF,4161 SLADEVIEW CRES,8,INTERIOR ALTERATIONS - HELP MOBILITY,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,134000,,N,L5L 5R3,A,8,58,43.53082884,-79.71796768,1569369600000,2020-01-16,1604966400000,43.53082883778967,-79.71796767619291
8497,BP 3ALT 20-758,COMPLETED -ALL INSP SIGNED OFF,7333 MISSISSAUGA RD,,INTERIOR ALTERATIONS - LEVEL 3 ELEVATOR AREA - GLAXOSMITH,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,36000,,N,L5N 6L4,,11,53w,43.61630212,-79.75594205,1583280000000,2020-03-13,1609891200000,43.61630211835999,-79.75594205430177
8712,BP 3NEW 19-8831,COMPLETED -ALL INSP SIGNED OFF,7059 SECOND LINE WEST,,ROOF CANOPY OVER EXISTING BARRIER FREE ELEVATOR,ADDITION TO EXISTING BLDG,PUBLIC,SCHOOL - OTHER,,,,35000,,N,L5W 1A1,,11,52w,43.62849783,-79.72902898,1571788800000,2020-04-02,1678060800000,43.62849783257896,-79.72902898264569
8721,FIRE 20-922,COMPLETED -ALL INSP SIGNED OFF,1875 BUCKHORN GATE,300,INSTALL (4) MAGLOCKS ON THE 3RD FLOOR ELEVATOR LOBBY - GENERAL MILLS CANADA,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,25000,,N,L4W 5P1,,3,26,43.64156429,-79.61169727,1584316800000,2020-04-02,1604620800000,43.6415642931943,-79.61169726893637
8725,BP 3NEW 20-32,COMPLETED -ALL INSP SIGNED OFF,7090 KENNEDY RD,1,NEW EXTERIOR BARRIER-FREE RAMP AT BUILDING ENTRANCE,OTHER,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,50000,,N,L5S 0A3,A,5,51w,43.65770136,-79.70146629,1578268800000,2020-04-03,1623974400000,43.65770135997827,-79.70146629113111
8790,BP 3ALT 20-802,COMPLETED -ALL INSP SIGNED OFF,5050 SATELLITE DR,600,INTERIOR ALTERATIONS TO EXISTING ELEVATOR LOBBY ON 6TH FLOOR- ERCO WORLDWIRE,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,36000,,N,L4W 0G1,,5,34w,43.65110832,-79.60628819,1583712000000,2020-04-13,1606953600000,43.651108315327896,-79.60628819378445
8881,BP 3NEW 20-871,COMPLETED -ALL INSP SIGNED OFF,2475 TRUSCOTT DR,,ADDITION FOR A NEW LIFT SHAFT AND DEMOLISH EXISTING LIFT - CLARKSON ARENA,ADDITION TO EXISTING BLDG,PUBLIC,CITY,,6.9,,78000,,N,L5J 2B3,,2,11,43.51133541,-79.65021733,1584057600000,2020-04-22,1617840000000,43.51133541374072,-79.65021732789046
8926,BP 3ALT 20-872,COMPLETED -ALL INSP SIGNED OFF,830 PAISLEY BLVD W,,ALTERATIONS & UPGRADING TO (2) EXISTING LIFTS - HURON PARK COMMUNITY CENTRE,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,82000,,N,L5C 3P5,,7,16,43.55896355,-79.63257311,1584057600000,2020-04-28,1634860800000,43.55896355499373,-79.63257311057805
8946,BP 3ALT 20-1036,COMPLETED -ALL INSP SIGNED OFF,6695 AIRPORT RD,1ST-2ND FLOOR,INTERIOR ALTERATIONS - NEW INTERIOR ELEVATOR INCLUDING NEW MACHINE ROOM,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE- SINGLE USER,,,,75000,,N,L4V 1Y4,,5,40w,43.69802629,-79.63364469,1584921600000,2020-04-30,1666224000000,43.69802629489194,-79.63364469120219
8987,BP 3NEW 20-1074,COMPLETED -ALL INSP SIGNED OFF,3185 ORLANDO DR,,ADDITION TO ACCOMMODATE ELEVATOR INSTALLATION AT THE ENTRANCE OF BUILDING - IBEW LOCAL-353,ADDITION TO EXISTING BLDG,INDUSTRIAL,INDUSTRIAL - OTHER,,5.5,,36000,,N,L4V 1C5,,5,40w,43.69921553,-79.62668181,1585094400000,2020-05-07,1608681600000,43.69921553066931,-79.62668181034891
9315,BP 3ALT 20-992,COMPLETED -ALL INSP SIGNED OFF,2 ROBERT SPECK PKY,LOWER BSMT-BSMT,INTERIOR ALTERATIONS - ADDITION OF ELEVATOR TO ACCESS BASEMENT LEVELS & BASEMENT MEZZANINE,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,115000,,N,L4Z 1H8,,4,28,43.59620903,-79.63695195,1584662400000,2020-06-15,1667520000000,43.596209027215046,-79.63695194536211
9388,BP 3ALT 20-1880,COMPLETED -ALL INSP SIGNED OFF,4205 WOODINGTON DR,,INTERIOR ALTERATIONS - INSTALLATION OF STAGE LIFT ON THE FIRST FLOOR - ST. PETER & PAUL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,36000,,N,L4Z 1K2,,4,28,43.60261692,-79.63472696,1591056000000,2020-06-23,1647820800000,43.60261691976022,-79.63472695940096
9435,BP 3ALT 20-1744,COMPLETED -ALL INSP SIGNED OFF,4235 GOLDEN ORCHARD DR,,NEW ELEVATOR - ST. BASIL ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,34000,,N,L4W 3G1,,3,27,43.62370507,-79.61268476,1589846400000,2020-06-26,1611100800000,43.62370506993378,-79.61268475556402
9438,BP 3ALT 20-1763,COMPLETED -ALL INSP SIGNED OFF,1450 LEWISHAM DR,,NEW STAGE LIFT -  ST. LOUIS ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,34000,,N,L5J 3R3,,2,11,43.51564394,-79.646167,1589932800000,2020-06-26,1609718400000,43.5156439443417,-79.64616700338637
9448,BP 3NEW 18-3330,ISSUED PERMIT,4250 SHERWOODTOWNE BLVD,,FRONT ENTRANCE MODIFICATIONS - NEW BARRIER FREE OUTDOOR RAMP & BARRIER FREE ELEVATOR - NEW LIFE FERTILITY CENTRE,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,165000,,N,L4Z 2G6,A,4,28,43.6002238,-79.64030821,1536710400000,2020-06-26,,43.60022379706267,-79.64030821398224
9571,BP 3ALT 20-2273,ISSUED PERMIT,100 QUEENSWAY  W,,INSTALL GUARDS / BARRIER ON THE TOP FLOOR - REMOVE EXISTING HANDRAILS ON THE GROUND FLOOR,ALTERATION TO EXISTING BLDG,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,254000,,N,L5B 1B8,,7,15,43.57147885,-79.60788718,1593734400000,2020-07-13,,43.5714788514522,-79.6078871835314
9607,BP 3ALT 20-1879,COMPLETED -ALL INSP SIGNED OFF,1195 CLARKSON RD N,,INTERIOR ALTERATIONS -  INSTALLATION OF ELEVATOR AND STAGE LIFT ON THE FIRST FLOOR -  ST CHRISTOPHER ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,36000,,N,L5J 2W1,,2,10,43.52212653,-79.62506542,1591056000000,2020-07-16,1647475200000,43.52212653410353,-79.62506542019669
9629,FIRE 20-571,COMPLETED -ALL INSP SIGNED OFF,4141 LIVING ARTS DR,,RELOCATING FIRE ALARM RECALL PANEL DUE TO MODERNIZATION OF ELEVATOR,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,73000,,N,L5B 4B8,,4,29,43.58979033,-79.64587171,1581984000000,2020-07-17,1605139200000,43.58979033152572,-79.64587170825189
9633,BP 3ALT 20-2272,COMPLETED -ALL INSP SIGNED OFF,2200 EGLINTON AVE W,,INSTALL GUARDS / BARRIER ON THE TOP FLOOR - REMOVE EXISTING HANDRAILS ON THE GROUND FLOOR,ALTERATION TO EXISTING BLDG,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,254000,,N,L5M 2N1,,8,31,43.5590133,-79.70319941,1593734400000,2020-07-20,1669161600000,43.55901329932373,-79.7031994089758
9655,BP 3ALT 20-2341,COMPLETED -ALL INSP SIGNED OFF,2200 EGLINTON AVE W,PKG GARAGE2,INSTALL GUARDS / BARRIER ON THE TOP FLOOR & REMOVE EXISTING HANDRAILS ON THE GROUND FLOOR - PARKING GARAGE 2,ALTERATION TO EXISTING BLDG,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,254000,,N,L5M 2N1,,8,31,43.5590133,-79.70319941,1594339200000,2020-07-22,1669161600000,43.55901329932373,-79.7031994089758
9755,BP 3NEW 20-1878,COMPLETED -ALL INSP SIGNED OFF,3341 HAVENWOOD DR,,ADDITION TO ACCOMMODATE NEW ELEVATOR  -  INSTALLATION OF STAGE LIFT ON THE FIRST FLOOR - ST ALFRED E.S.,ADDITION AND ALTERATION,PUBLIC,SCHOOL - ELEMENTARY,,11.3,,72000,,N,L4X 2M2,,3,19,43.61873872,-79.58915651,1591056000000,2020-07-31,1647907200000,43.61873871951954,-79.58915650884614
9779,BP 3ALT 20-588,COMPLETED -ALL INSP SIGNED OFF,3205 UNITY DR,,INTERIOR ALTS TO VESTIBULE ON MAIN FLOOR & OBSERVATION PARTITION ON THE 2ND FLOOR   REMOVE & RE-INSTALL ELEVATOR LIFT - ERIN MILLS TWIN ARENA,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,34000,,N,L5L 4L5,,8,58,43.53681892,-79.71287282,1582070400000,2020-08-05,1654214400000,43.536818922125235,-79.71287282143253
9806,BP 3NEW 20-1877,COMPLETED -ALL INSP SIGNED OFF,486 PAISLEY BLVD W,,ADDITION TO ACCOMMODATE NEW ELEVATOR  INSTALLATION OF STAGE LIFT ON THE FIRST FLOOR - MARY FIX C.S.,ADDITION AND ALTERATION,PUBLIC,SCHOOL - ELEMENTARY,,9.1,,72000,,N,L5B 2M4,,7,15,43.56726838,-79.62393577,1591056000000,2020-08-10,1638835200000,43.56726838021112,-79.62393577121559
9892,BP 3ALT 20-2418,COMPLETED -ALL INSP SIGNED OFF,3270 TOMKEN RD,,INSTALLATION OF AN ELEVATOR AND A STAGE LIFT WITH STAIR - DUFFERIN-PEEL RCSS BOARD,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,36000,,N,L4Y 2Y7,,3,20,43.60510596,-79.60220198,1594857600000,2020-08-18,1652400000000,43.60510595711681,-79.60220197728745
9917,MECH 20-2295 PLU,ISSUED PERMIT,6180 ORDAN DR,,INSTALLATION OF A FLOOR DRAIN  - LIFT NORTH AMERICAN,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,PLUMBING ONLY,,,30000,,N,L5T 2B3,,5,42w,43.65702914,-79.65468553,1594080000000,2020-08-21,,43.65702914278379,-79.65468553233504
10069,BP 3ALT 20-1772,COMPLETED -ALL INSP SIGNED OFF,6810 PROFESSIONAL CRT,,INTERIOR ALTERATIONS (NEW ELEVATOR) MOUNT ZION CHURCH,ALTERATION TO EXISTING BLDG,PUBLIC,CHURCH,,,,34000,,N,L4V 1X6,,5,40w,43.70687756,-79.63076251,1590019200000,2020-09-04,1693353600000,43.706877556360844,-79.6307625135089
10442,BP 3NEW 20-2615,COMPLETED -ALL INSP SIGNED OFF,3135 ARGENTIA RD,G1,INT ALTS- RELOCATE WINNERS & HOME SENSE STORE FROM UNIT G6 TO UNIT G1  EXTERIOR ALTS-NEW FRONT BARRIER FREE RAMP  DOUBLE DOOR & REAR RAMP,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL RETAIL - MULTI-USER,,,,3030000,,N,L5N 8E1,G,9,55,43.59643812,-79.78919724,1596672000000,2020-10-14,1618358400000,43.596438117919135,-79.78919723893934
10557,BP 3ALT 20-2404,COMPLETED -ALL INSP SIGNED OFF,1775 BRISTOL RD W,,INSTALLATION OF ELEVATOR IN THE EXISTING ELEVATOR SHAFT - ELEVATOR ROOM ON THE LOWER LEVEL - ST IIIJA MACEDONIAN CHURCH,ALTERATION TO EXISTING BLDG,PUBLIC,CHURCH,,,,36000,,N,L5M 2Y5,,6,38w,43.58314979,-79.70705828,1594771200000,2020-10-26,1654560000000,43.58314978831596,-79.70705827853742
10603,BP 3ALT 20-2397,ISSUED PERMIT,1801 COURTNEYPARK DR E,,INSTALLATION OF LIFT EQUIPMENT & RELATED SPRINKLER SYSTEM - PRATT & WHITNEY CANADA,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,36000,,N,L5T 1J3,,5,42e,43.67008172,-79.65217514,1594771200000,2020-10-28,,43.67008172478144,-79.65217514420486
11075,BP 3NEW 20-3909,COMPLETED -ALL INSP SIGNED OFF,700 DUNDAS ST E,3,INSTALLATION OF LOADING RAMP,OTHER,COMMERCIAL,COMMERCIAL - OTHER,,,,36000,,N,L4Y 3Y5,,1,13,43.59458466,-79.59891281,1604966400000,2020-12-09,1736553600000,43.59458466497955,-79.59891281110869
11121,FIRE 20-4020,COMPLETED -ALL INSP SIGNED OFF,5500 EXPLORER DR,,FIRE ALARM SYSTEM FOR ELEVATOR MODERNIZATION,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,36000,,N,L4W 5C7,,5,34w,43.65964513,-79.60945781,1605657600000,2020-12-14,1643587200000,43.65964513380726,-79.60945780705528
11958,BP 3ALT 20-2335,COMPLETED -ALL INSP SIGNED OFF,4161 SLADEVIEW CRES,7 & 8,INTERIOR ALTERATIONS - TENANT EXPANSION INTO UNIT 7 - HELP MOBILITY,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,42000,,N,L5L 5R3,A,8,58,43.53082884,-79.71796768,1594339200000,2021-03-18,1648598400000,43.53082883778967,-79.71796767619291
12011,BP 3ALT 21-5441,ISSUED PERMIT,975 CENTRAL PKY W,,REPLACEMENT OF (8) IN-GROUND MOTOR VEHICLE LIFTS - MISSISSAUGA TRANSIT,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,420000,,N,L5C 3B1,,6,23,43.56900457,-79.65600945,1615161600000,2021-03-23,,43.569004567003496,-79.65600945305303
